candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
388,fe-candidate-0388-al-viro,Al Viro,,Linux kernel maintainer,,,,,https://en.wikipedia.org/wiki/Al_Viro,unresearched,unverified_candidate,Curated: Linux kernel maintainer
389,fe-candidate-0389-yi-zhang,Yi Zhang,,MXNet contributor,,,,,https://en.wikipedia.org/wiki/Yi_Zhang,unresearched,unverified_candidate,Curated: MXNet contributor
390,fe-candidate-0390-jon-hirschtick,Jon Hirschtick,,American software engineers,,,,,https://en.wikipedia.org/wiki/Jon_Hirschtick,unresearched,unverified_candidate,Wikipedia category: American software engineers
391,fe-candidate-0391-craig-tracey,Craig Tracey,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Craig_Tracey,unresearched,unverified_candidate,Curated: Docker engineer
392,fe-candidate-0392-biz-stone,Biz Stone,1974,Twitter founder,,,,,https://en.wikipedia.org/wiki/Biz_Stone,unresearched,unverified_candidate,Curated: Twitter founder
393,fe-candidate-0393-arvind-neelakantan,Arvind Neelakantan,,OpenAI engineer,,,,,https://en.wikipedia.org/wiki/Arvind_Neelakantan,unresearched,unverified_candidate,Curated: OpenAI engineer
394,fe-candidate-0394-near-(programmer),Near (programmer),,American software engineers,,,,,https://en.wikipedia.org/wiki/Near_(programmer),unresearched,unverified_candidate,Wikipedia category: American software engineers
395,fe-candidate-0395-bjorn-karlsson,Bjorn Karlsson,,C++ author,,,,,https://en.wikipedia.org/wiki/Bjorn_Karlsson,unresearched,unverified_candidate,Curated: C++ author
396,fe-candidate-0396-chris-callison-burch,Chris Callison-Burch,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Chris_Callison-Burch,unresearched,unverified_candidate,Wikipedia category: American computer scientists
397,fe-candidate-0397-eric-engstrom,Eric Engstrom,,American software engineers,,,,,https://en.wikipedia.org/wiki/Eric_Engstrom,unresearched,unverified_candidate,Wikipedia category: American software engineers
398,fe-candidate-0398-kerry-davis,Kerry Davis,,Valve engineer,,,,,https://en.wikipedia.org/wiki/Kerry_Davis,unresearched,unverified_candidate,Curated: Valve engineer
399,fe-candidate-0399-andrei-broder,Andrei Broder,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Andrei_Broder,unresearched,unverified_candidate,Wikipedia category: American computer scientists
400,fe-candidate-0400-alfred-lutter,Alfred Lutter,,American software engineers,,,,,https://en.wikipedia.org/wiki/Alfred_Lutter,unresearched,unverified_candidate,Wikipedia category: American software engineers
401,fe-candidate-0401-marcofalke,MarcoFalke,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/MarcoFalke,unresearched,unverified_candidate,Curated: Bitcoin contributor
402,fe-candidate-0402-joe-armstrong,Joe Armstrong,1950,Erlang creator,,,,,https://en.wikipedia.org/wiki/Joe_Armstrong,unresearched,unverified_candidate,Curated: Erlang creator
403,fe-candidate-0403-peter-todd,Peter Todd,1980,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Peter_Todd,unresearched,unverified_candidate,Curated: Bitcoin contributor
404,fe-candidate-0404-h.-d.-moore,H. D. Moore,,American software engineers,,,,,https://en.wikipedia.org/wiki/H._D._Moore,unresearched,unverified_candidate,Wikipedia category: American software engineers
405,fe-candidate-0405-shekhar-bhansali,Shekhar Bhansali,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Shekhar_Bhansali,unresearched,unverified_candidate,Wikipedia category: American computer scientists
406,fe-candidate-0406-mike-cafarella,Mike Cafarella,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Mike_Cafarella,unresearched,unverified_candidate,Wikipedia category: American computer scientists
407,fe-candidate-0407-krishna-bharat,Krishna Bharat,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Krishna_Bharat,unresearched,unverified_candidate,Wikipedia category: American computer scientists
408,fe-candidate-0408-marc-tarpenning,Marc Tarpenning,1964,Tesla founder,,,,,https://en.wikipedia.org/wiki/Marc_Tarpenning,unresearched,unverified_candidate,Curated: Tesla founder
409,fe-candidate-0409-bob-lee-(businessman),Bob Lee (businessman),,American software engineers,,,,,https://en.wikipedia.org/wiki/Bob_Lee_(businessman),unresearched,unverified_candidate,Wikipedia category: American software engineers
410,fe-candidate-0410-willem-van-biljon,Willem van Biljon,,AWS engineer,,,,,https://en.wikipedia.org/wiki/Willem_van_Biljon,unresearched,unverified_candidate,Curated: AWS engineer
411,fe-candidate-0411-katherine-johnson,Katherine Johnson,1918,NASA mathematician,,,,,https://en.wikipedia.org/wiki/Katherine_Johnson,unresearched,unverified_candidate,Curated: NASA mathematician
412,fe-candidate-0412-ezra-callahan,Ezra Callahan,,Facebook engineer,,,,,https://en.wikipedia.org/wiki/Ezra_Callahan,unresearched,unverified_candidate,Curated: Facebook engineer
413,fe-candidate-0413-james-bidzos,James Bidzos,,American technology company founders,,,,,https://en.wikipedia.org/wiki/James_Bidzos,unresearched,unverified_candidate,Wikipedia category: American technology company founders
414,fe-candidate-0414-tom-gruber,Tom Gruber,,American software engineers,,,,,https://en.wikipedia.org/wiki/Tom_Gruber,unresearched,unverified_candidate,Wikipedia category: American software engineers
415,fe-candidate-0415-steve-lee,Steve Lee,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Steve_Lee,unresearched,unverified_candidate,Curated: Bitcoin contributor
416,fe-candidate-0416-john-britton,John Britton,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/John_Britton,unresearched,unverified_candidate,Curated: GitHub engineer
417,fe-candidate-0417-deborah-washington-brown,Deborah Washington Brown,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Deborah_Washington_Brown,unresearched,unverified_candidate,Wikipedia category: American computer scientists
418,fe-candidate-0418-molly-graham,Molly Graham,,Facebook comms,,,,,https://en.wikipedia.org/wiki/Molly_Graham,unresearched,unverified_candidate,Curated: Facebook comms
419,fe-candidate-0419-terri-burns,Terri Burns,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Terri_Burns,unresearched,unverified_candidate,Wikipedia category: American computer scientists
420,fe-candidate-0420-barbara-liskov,Barbara Liskov,1939,CS researcher,,,,,https://en.wikipedia.org/wiki/Barbara_Liskov,unresearched,unverified_candidate,Curated: CS researcher
421,fe-candidate-0421-kenneth-bowles,Kenneth Bowles,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Kenneth_Bowles,unresearched,unverified_candidate,Wikipedia category: American computer scientists
422,fe-candidate-0422-tim-steele,Tim Steele,,Chrome engineer,,,,,https://en.wikipedia.org/wiki/Tim_Steele,unresearched,unverified_candidate,Curated: Chrome engineer
423,fe-candidate-0423-duane-chase,Duane Chase,,American software engineers,,,,,https://en.wikipedia.org/wiki/Duane_Chase,unresearched,unverified_candidate,Wikipedia category: American software engineers
424,fe-candidate-0424-adina-williams,Adina Williams,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Adina_Williams,unresearched,unverified_candidate,Curated: OpenAI researcher
425,fe-candidate-0425-forethought-technologies,Forethought Technologies,,American software engineers,,,,,https://en.wikipedia.org/wiki/Forethought_Technologies,unresearched,unverified_candidate,Wikipedia category: American software engineers
426,fe-candidate-0426-tim-armstrong-(executive),Tim Armstrong (executive),,American technology company founders,,,,,https://en.wikipedia.org/wiki/Tim_Armstrong_(executive),unresearched,unverified_candidate,Wikipedia category: American technology company founders
427,fe-candidate-0427-scott-marlette,Scott Marlette,,Facebook engineer,,,,,https://en.wikipedia.org/wiki/Scott_Marlette,unresearched,unverified_candidate,Curated: Facebook engineer
428,fe-candidate-0428-david-applegate,David Applegate,,American computer scientists,,,,,https://en.wikipedia.org/wiki/David_Applegate,unresearched,unverified_candidate,Wikipedia category: American computer scientists
429,fe-candidate-0429-randi-zuckerberg,Randi Zuckerberg,1982,Facebook marketing,,,,,https://en.wikipedia.org/wiki/Randi_Zuckerberg,unresearched,unverified_candidate,Curated: Facebook marketing
430,fe-candidate-0430-blaise-agüera-y-arcas,Blaise Agüera y Arcas,,American software engineers,,,,,https://en.wikipedia.org/wiki/Blaise_Agüera_y_Arcas,unresearched,unverified_candidate,Wikipedia category: American software engineers
431,fe-candidate-0431-carl-manneh,Carl Manneh,,Mojang CEO,,,,,https://en.wikipedia.org/wiki/Carl_Manneh,unresearched,unverified_candidate,Curated: Mojang CEO
432,fe-candidate-0432-lucas-wang,Lucas Wang,,tech founder,,,,,https://en.wikipedia.org/wiki/Lucas_Wang,unresearched,unverified_candidate,Curated: tech founder
433,fe-candidate-0433-pete-hunt,Pete Hunt,,React engineer,,,,,https://en.wikipedia.org/wiki/Pete_Hunt,unresearched,unverified_candidate,Curated: React engineer
434,fe-candidate-0434-marc-auslander,Marc Auslander,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Marc_Auslander,unresearched,unverified_candidate,Wikipedia category: American computer scientists
435,fe-candidate-0435-marshall-clow,Marshall Clow,,C++ library maintainer,,,,,https://en.wikipedia.org/wiki/Marshall_Clow,unresearched,unverified_candidate,Curated: C++ library maintainer
436,fe-candidate-0436-henry-gabryjelski,Henry Gabryjelski,,Microsoft engineer,,,,,https://en.wikipedia.org/wiki/Henry_Gabryjelski,unresearched,unverified_candidate,Curated: Microsoft engineer
437,fe-candidate-0437-sheryl-sandberg,Sheryl Sandberg,1969,Facebook COO,,,,,https://en.wikipedia.org/wiki/Sheryl_Sandberg,unresearched,unverified_candidate,Curated: Facebook COO
438,fe-candidate-0438-anne-e-schwartz,Anne E Schwartz,,Google engineer,,,,,https://en.wikipedia.org/wiki/Anne_E_Schwartz,unresearched,unverified_candidate,Curated: Google engineer
439,fe-candidate-0439-antoine-poinsot,Antoine Poinsot,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Antoine_Poinsot,unresearched,unverified_candidate,Curated: Bitcoin contributor
440,fe-candidate-0440-larry-kaplan,Larry Kaplan,,Atari engineer,,,,,https://en.wikipedia.org/wiki/Larry_Kaplan,unresearched,unverified_candidate,Curated: Atari engineer
441,fe-candidate-0441-michal-schmidt,Michal Schmidt,,systemd contributor,,,,,https://en.wikipedia.org/wiki/Michal_Schmidt,unresearched,unverified_candidate,Curated: systemd contributor
442,fe-candidate-0442-jeffrey-wilcke,Jeffrey Wilcke,,Ethereum founder,,,,,https://en.wikipedia.org/wiki/Jeffrey_Wilcke,unresearched,unverified_candidate,Curated: Ethereum founder
443,fe-candidate-0443-jeffrey-wu,Jeffrey Wu,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Jeffrey_Wu,unresearched,unverified_candidate,Curated: OpenAI researcher
444,fe-candidate-0444-ivan-zhang,Ivan Zhang,,Cohere founder,,,,,https://en.wikipedia.org/wiki/Ivan_Zhang,unresearched,unverified_candidate,Curated: Cohere founder
445,fe-candidate-0445-thomas-gleixner,Thomas Gleixner,,Linux kernel maintainer,,,,,https://en.wikipedia.org/wiki/Thomas_Gleixner,unresearched,unverified_candidate,Curated: Linux kernel maintainer
446,fe-candidate-0446-sean-parent,Sean Parent,,C++ engineer,,,,,https://en.wikipedia.org/wiki/Sean_Parent,unresearched,unverified_candidate,Curated: C++ engineer
447,fe-candidate-0447-mislav-marohnić,Mislav Marohnić,1986,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Mislav_Marohnić,unresearched,unverified_candidate,Curated: GitHub engineer
448,fe-candidate-0448-jacob-abraham,Jacob Abraham,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jacob_Abraham,unresearched,unverified_candidate,Wikipedia category: American computer scientists
449,fe-candidate-0449-kevin-cloud,Kevin Cloud,,id Software founder,,,,,https://en.wikipedia.org/wiki/Kevin_Cloud,unresearched,unverified_candidate,Curated: id Software founder
450,fe-candidate-0450-gloria-bolotsky,Gloria Bolotsky,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Gloria_Bolotsky,unresearched,unverified_candidate,Wikipedia category: American computer scientists
451,fe-candidate-0451-eric-costano,Eric Costano,,Slack founder,,,,,https://en.wikipedia.org/wiki/Eric_Costano,unresearched,unverified_candidate,Curated: Slack founder
452,fe-candidate-0452-tracy-camp,Tracy Camp,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Tracy_Camp,unresearched,unverified_candidate,Wikipedia category: American computer scientists
453,fe-candidate-0453-len-bass,Len Bass,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Len_Bass,unresearched,unverified_candidate,Wikipedia category: American computer scientists
454,fe-candidate-0454-alexia-tsotsis,Alexia Tsotsis,,tech writer,,,,,https://en.wikipedia.org/wiki/Alexia_Tsotsis,unresearched,unverified_candidate,Curated: tech writer
455,fe-candidate-0455-parisa-tabriz,Parisa Tabriz,1982,Chrome security,,,,,https://en.wikipedia.org/wiki/Parisa_Tabriz,unresearched,unverified_candidate,Curated: Chrome security
456,fe-candidate-0456-brandon-keepers,Brandon Keepers,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Brandon_Keepers,unresearched,unverified_candidate,Curated: GitHub engineer
457,fe-candidate-0457-gordon-ting,Gordon Ting,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Gordon_Ting,unresearched,unverified_candidate,Curated: Docker engineer
458,fe-candidate-0458-kyle-davies,Kyle Davies,,3AC founder,,,,,https://en.wikipedia.org/wiki/Kyle_Davies,unresearched,unverified_candidate,Curated: 3AC founder
459,fe-candidate-0459-carlos-pizano,Carlos Pizano,,Chrome engineer,,,,,https://en.wikipedia.org/wiki/Carlos_Pizano,unresearched,unverified_candidate,Curated: Chrome engineer
460,fe-candidate-0460-matt-dillahunty,Matt Dillahunty,,American software engineers,,,,,https://en.wikipedia.org/wiki/Matt_Dillahunty,unresearched,unverified_candidate,Wikipedia category: American software engineers
461,fe-candidate-0461-hugo-touvron,Hugo Touvron,1993,AI researcher,,,,,https://en.wikipedia.org/wiki/Hugo_Touvron,unresearched,unverified_candidate,Curated: AI researcher
462,fe-candidate-0462-ryan-dahl,Ryan Dahl,1981,Node.js creator,,,,,https://en.wikipedia.org/wiki/Ryan_Dahl,unresearched,unverified_candidate,Curated: Node.js creator
463,fe-candidate-0463-chris-espinosa,Chris Espinosa,,American software engineers,,,,,https://en.wikipedia.org/wiki/Chris_Espinosa,unresearched,unverified_candidate,Wikipedia category: American software engineers
464,fe-candidate-0464-tom-hull-(critic),Tom Hull (critic),,American software engineers,,,,,https://en.wikipedia.org/wiki/Tom_Hull_(critic),unresearched,unverified_candidate,Wikipedia category: American software engineers
465,fe-candidate-0465-szymon-sidor,Szymon Sidor,,OpenAI engineer,,,,,https://en.wikipedia.org/wiki/Szymon_Sidor,unresearched,unverified_candidate,Curated: OpenAI engineer
466,fe-candidate-0466-patrick-baynes,Patrick Baynes,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Patrick_Baynes,unresearched,unverified_candidate,Wikipedia category: American technology company founders
467,fe-candidate-0467-valerie-barr,Valerie Barr,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Valerie_Barr,unresearched,unverified_candidate,Wikipedia category: American computer scientists
468,fe-candidate-0468-lawrence-brakmo,Lawrence Brakmo,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Lawrence_Brakmo,unresearched,unverified_candidate,Wikipedia category: American computer scientists
469,fe-candidate-0469-boaz-barak,Boaz Barak,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Boaz_Barak,unresearched,unverified_candidate,Wikipedia category: American computer scientists
470,fe-candidate-0470-roi-feldman,Roi Feldman,,tech engineer,,,,,https://en.wikipedia.org/wiki/Roi_Feldman,unresearched,unverified_candidate,Curated: tech engineer
